PLZ;Ort;Entstehungsjahr;Lat;Lon
8047;Graz-Ragnitz;01.01.1966;47.0769519264598;15.4925718654214
6522;Prutz;01.01.1966;47.0781000955119;10.6718405664691
6152;Trins;01.01.1966;47.078802338899;11.4104282051436
5581;St. Margarethen im Lungau;01.10.2004;47.0793750409508;13.6884181299075
8015;Graz;01.01.1966;47.0793798;15.4418679
6782;Silbertal;01.05.2010;47.0808217795849;10.0196793392854
8036;Graz;01.01.1966;47.0818586555613;15.4663875610112
6553;See;01.01.1966;47.0821607754821;10.4560692537319
8580;Köflach;01.01.1966;47.08319025;15.1101372184149
6150;Steinach am Brenner;01.01.1966;47.0837414595851;11.4511369299684
6527;Kaunerberg;09.10.2008;47.083821463331;10.7050281078745
6780;Schruns;01.01.1966;47.0843946113939;9.91636810621262
8262;Ilz;01.01.1966;47.0849689126854;15.9347527834094
8113;St. Oswald bei Plankenwarth;01.01.1966;47.0864442;15.279536
5645;Böckstein;01.01.1966;47.0872036496841;13.1132548474924
6295;Ginzling;01.01.1966;47.0906343240369;11.7920146085459
8862;Stadl an der Mur;01.01.1966;47.0914696200943;13.990766480163
6781;Bartholomäberg;01.04.2010;47.091910853564;9.89041307650368
8283;Bad Blumau;01.01.1966;47.09454625;16.023338505309
5582;St. Michael im Lungau;01.01.1966;47.0949885961797;13.6317787538903
6525;Faggen;01.06.2012;47.0950294957609;10.6743088270749
8051;Graz-Gösting;01.01.1966;47.0951364018214;15.3947895531991
6773;Vandans;01.01.1966;47.095136462158;9.86205195361046
8043;Graz-Kroisbach;01.01.1966;47.0960401181673;15.4604555144581
8045;Graz-Andritz;01.01.1966;47.0973284;15.4219692
7572;Deutsch Kaltenbrunn;01.01.1966;47.100274795688;16.1191560080114
7544;Tobaj;01.12.2014;47.1011812539567;16.275727052672
8812;Mariahof;01.01.1966;47.1013385134441;14.3763697914658
8200;Gleisdorf;01.01.1966;47.1020767516609;15.709234325282
5585;Unternberg;01.01.1966;47.1025151074687;13.7436906780495
8593;Graden;01.01.1966;47.1025184;15.0291582
8861;St. Georgen ob Murau;01.01.1966;47.1031514377004;14.110860909166
8261;Sinabelkirchen;01.01.1966;47.1047799345427;15.8273439339616
6708;Brand;01.01.1966;47.107209193546;9.74195467207889
6167;Neustift im Stubaital;01.01.1966;47.107903110862;11.3043222546805
8592;Salla;01.01.1966;47.1094479922312;14.9682769404274
8044;Graz-Mariatrost;01.01.1966;47.1097467313393;15.4910493605348
8850;Murau;01.01.1966;47.11200415;14.1675342328629
6771;St. Anton im Montafon;01.01.1966;47.1121021439804;9.86764033138452
7521;Eberau;01.01.1966;47.1133212909716;16.4634793298386
8111;Judendorf-Straßengel;01.01.1966;47.1162423217119;15.3381342790506
6294;Hintertux;01.01.1966;47.1173484702961;11.6848732287691
5640;Bad Gastein;01.01.1966;47.1190665873108;13.1373807133162
8852;Stolzalpe;01.01.1966;47.1210104154344;14.1852053204823
6521;Fließ;01.01.1966;47.1212658284296;10.6235593976288
8264;Hainersdorf;01.01.1966;47.12133655;15.9332944740176
6552;Tobadill;01.08.2008;47.1214517154594;10.5104448887073
7551;Stegersbach;01.01.1966;47.1243541146899;16.1708279939077
6145;Navis;01.10.2008;47.1252925935267;11.495755345554
8046;Graz-St. Veit;01.01.1966;47.1254969169189;15.4159200218972
5583;Muhr;01.01.1966;47.1263480431458;13.4159131948669
8833;Teufenbach;01.01.1966;47.1264666;14.3586281
6752;Dalaas;01.01.1966;47.1271022278372;10.0145953203831
6571;Strengen;01.01.1966;47.1278862297496;10.4622534906391
8573;Kainach bei Voitsberg;01.01.1966;47.1283541691765;15.0890887485317
8112;Gratwein;01.01.1966;47.1298266608869;15.3186046962984
6754;Klösterle;01.01.1966;47.1312873895256;10.0877650472567
8101;Gratkorn;01.01.1966;47.1319196715316;15.3439523515044
5580;Tamsweg;01.01.1966;47.1322796421286;13.8063973418002
6580;St. Anton am Arlberg;01.01.1966;47.1325548232718;10.2701513285847
5570;Mauterndorf;01.01.1966;47.1335815358818;13.6825891921304
8841;Frojach;01.01.1966;47.1336209103807;14.3091399877423
6551;Pians;01.01.1966;47.1337842139327;10.5106424039429
6143;Matrei am Brenner;01.01.1966;47.1360543401522;11.4533353125703
8103;Rein;01.01.1966;47.1395720179084;15.2999595304531
6762;Stuben;01.01.1966;47.1397132246815;10.1671153144911
7535;St. Michael im Burgenland;01.01.1966;47.1397762199029;16.2349465207362
8181;St. Ruprecht;01.01.1966;47.14012065;15.6591158480959
6500;Landeck;01.01.1966;47.1401212552981;10.5656003787796
8842;Katsch an der Mur;01.01.1966;47.1419343678578;14.2800245420861
6591;Grins;01.01.1966;47.1424461281469;10.516682673832
6707;Bürserberg;01.01.1966;47.1429347934704;9.77062892799012
8063;Eggersdorf bei Graz;01.01.1966;47.143291045376;15.5807057605953
6441;Umhausen;01.01.1966;47.1448539968316;10.9264143278421
6572;Flirsch;01.01.1966;47.1454715831085;10.4134790296335
8291;Burgau;01.01.1966;47.14566625;16.0959120797239
6474;Jerzens;01.01.1966;47.146522190367;10.7535460433642
8811;Scheifling;01.01.1966;47.1465901960599;14.4119158552107
5572;St. Andrä im Lungau;01.01.2006;47.1475590396033;13.7958794664745
6166;Fulpmes;01.01.1966;47.1483903389945;11.3472427262549
6574;Pettneu am Arlberg;01.01.1966;47.1490146080675;10.3480480523883
8211;Ilztal;01.01.1966;47.1511287;15.7635539861185
6706;Bürs;01.01.1966;47.1520904853416;9.80473143279103
8831;Niederwölz;01.01.1966;47.1527361755048;14.3742417977087
6700;Bludenz;01.01.1966;47.1529672646075;9.82704770560625
5571;Mariapfarr;01.01.1966;47.154044227195;13.7412836398888
5584;Zederhaus;01.01.1966;47.155359457292;13.4655658645565
6292;Finkenberg;01.01.1966;47.1553969598354;11.819067187533
8153;Geistthal;01.01.1966;47.1555393248308;15.1742158141846
8265;Großsteinbach;01.01.1966;47.1558293295523;15.881612566429
6293;Tux;01.01.1966;47.1581985586598;11.7305537000228
8853;Ranten;01.01.1966;47.1584405332995;14.0792196971257
7536;Güttenbach;01.01.2012;47.1591760604899;16.287065092708
8062;Kumberg;01.01.1966;47.1592273873752;15.5392296205628
6511;Zams;01.01.1966;47.1600597601619;10.5905566179454
8741;Weißkirchen in Steiermark;01.01.1966;47.16026555;14.7684935361416
6473;Wenns;01.01.1966;47.1620435329855;10.7236512204737
6751;Braz;01.01.1966;47.1631652972846;10.1335491287573
6165;Telfes im Stubai;01.01.1966;47.1653499450911;11.3566679139044
6290;Mayrhofen;01.01.1966;47.1660825504002;11.8686286682471
6142;Mieders;01.01.1966;47.1677210630315;11.3821153973481
5630;Bad Hofgastein;01.01.1966;47.1695297341218;13.1056298916445
6763;Zürs;01.01.1966;47.1700591185135;10.1638872618735
8212;Pischelsdorf in der Steiermark;01.01.1966;47.17426235;15.84314190424
6714;Nüziders;01.01.1966;47.1748791438989;9.80685365850894
8844;Schöder;01.01.1966;47.1757952782217;14.1138867219517
5612;Hüttschlag;01.01.1966;47.1760625;13.2325569
8292;Neudau;01.01.1966;47.1776440893763;16.0938749754891
7537;Neuberg im Burgenland;01.10.2011;47.177931362986;16.2526790706781
6083;Ellbögen;01.09.2008;47.1807376196465;11.4423439740781
8854;Krakaudorf;01.01.1966;47.1818714740128;14.015741273892
8740;Zeltweg;01.01.1966;47.18230105;14.7504313097881
6141;Schönberg im Stubaital;01.01.1966;47.1826666457995;11.4054262932938
7533;Ollersdorf im Burgenland;01.01.1966;47.182817942172;16.1600513963173
8755;St. Peter ob Judenburg;01.01.1966;47.1851294143667;14.589338566169
8750;Judenburg;01.01.1966;47.185507;14.6698111
8843;St. Peter am Kammersberg;01.01.1966;47.1869616517257;14.1877529975849
6710;Nenzing;01.01.1966;47.1872520925584;9.70165273837316
8734;Großlobming;01.01.1966;47.1874554;14.8220987119996
6184;St. Sigmund;09.10.2008;47.1875078418994;11.1093847143113
8272;Sebersdorf;01.01.1966;47.187604;15.990764242713
5574;Göriach;01.04.2009;47.1876696;13.7600866808073
6713;Ludesch;01.01.1966;47.1877606589307;9.78137497865902
8221;Hirnsdorf;01.01.1966;47.1915404;15.8272359204898
5573;Weißpriach;09.10.2008;47.19160315551;13.6934473992222
8114;Stübing;01.01.1966;47.1917123840115;15.2560809032466
7474;Deutsch Schützen;01.01.1966;47.1919157910885;16.4117569023699
7512;Kohfidisch;01.01.1966;47.1926632045854;16.3724600186972
8753;Fohnsdorf;01.01.1966;47.1934018;14.7051019923182
6182;Gries im Sellrain;01.01.1966;47.1942699023131;11.1569091697281
7511;Mischendorf;01.01.1966;47.1946933676126;16.3123334269833
5563;Tweng;01.01.1966;47.1952345359876;13.5842925646746
6491;Schönwies;01.01.1966;47.1958476159273;10.6539641002223
6712;Thüringen;01.01.1966;47.1976358983597;9.7674445002692
8800;Unzmarkt;01.01.1966;47.1984636;14.4450291
6719;Bludesch;01.01.1966;47.1985953771328;9.74161959677138
7534;Olbendorf;01.01.1966;47.1986351928294;16.2064078680518
8273;Ebersdorf;01.01.1966;47.1987244125658;15.9610404622478
8120;Peggau;01.01.1966;47.1989950297745;15.3444976026146
6284;Ramsau im Zillertal;01.01.2008;47.2012002057677;11.8749411758903
7552;Stinatz;01.01.1966;47.20215225;16.1343496924153
6471;Arzl;01.01.1966;47.2028598355858;10.7631348402134
6433;Oetz;01.01.1966;47.2028677;10.8965877
8121;Deutschfeistritz;01.01.1966;47.2031327385773;15.3249021087734
8182;Puch;01.01.1966;47.2040659;15.7368293124386
6082;Patsch;01.01.1966;47.2045335975809;11.4161769821228
6283;Hippach;01.01.1966;47.2045926374849;11.8552318901355
6824;Schlins;01.01.1966;47.20531342043;9.69888566727792
8832;Oberwölz;01.01.1966;47.205446325893;14.2686624278429
8724;Spielberg;01.01.1966;47.2064087305898;14.793868900055
6492;Imsterberg;01.01.2009;47.2068844767058;10.7018758910078
6741;Raggal;01.01.1966;47.2080102877145;9.85271211109667
8160;Weiz;01.01.1966;47.2086261;15.6534885454484
6764;Lech;01.01.1966;47.2086486416301;10.1419406871023
8061;St. Radegund bei Graz;01.01.1966;47.20888405;15.5232757369698
6432;Sautens;01.01.1966;47.2101563073151;10.8598577414556
7532;Litzelsdorf;01.01.1966;47.2105218073574;16.1630092281339
8222;St. Johann bei Herberstein;01.01.1966;47.2110431437143;15.8305487264255
8756;St. Georgen ob Judenburg;01.01.1966;47.2111099961726;14.5008107276687
6493;Mils;01.07.2009;47.2115063;10.6880927272963
5661;Rauris;01.01.1966;47.2141890195731;12.9875774950355
8224;Kaindorf bei Hartberg;01.01.1966;47.2142345309216;15.8933966869566
5672;Fusch an der Glocknerstraße;01.01.1966;47.2148724259606;12.8214356952858
6183;Kühtai;01.01.1966;47.2151650186785;11.0115603357403
6820;Frastanz;01.01.1966;47.2151859348938;9.62723712555467
6278;Hainzenberg;01.10.2009;47.2155810518703;11.8935220176566
6181;Sellrain;01.01.1966;47.2161079179374;11.2150436434981
8102;Semriach;01.01.1966;47.2165814605575;15.4094165585817
8720;Knittelfeld;01.01.1966;47.2177067;14.8294871
6721;Thüringerberg;01.01.1966;47.2181138895624;9.78295526783887
8761;Pöls;01.01.1966;47.218459776227;14.5720832166818
6426;Roppen;01.01.1966;47.2191965048808;10.8213465572622
6462;Karres;01.09.2008;47.2192352337599;10.7785020816582
8723;Kobenz;01.12.2012;47.2198108340602;14.8441053715271
8293;Wörth an der Lafnitz;01.01.1966;47.22143235;16.0278441470079
6162;Mutters;01.01.1966;47.2217027096506;11.3746599378999
7473;Hannersdorf;01.01.1966;47.22257630354;16.3926313024708
5743;Krimml;01.01.1966;47.2234987161701;12.1633877612496
6822;Satteins;01.01.1966;47.2239687;9.66968715278117
6281;Gerlos;01.01.1966;47.2240979752882;12.0325359850592
8124;Übelbach;01.01.1966;47.2256337918764;15.2346703747027
6463;Karrösten;01.09.2012;47.2260819495518;10.7647907274197
6095;Grinzens;01.08.2008;47.2273896243591;11.2508844182818
8274;Buch;01.01.1966;47.228194754436;15.9989111379132
6092;Birgitz;01.01.2008;47.2302227937259;11.3001610670324
6807;Feldkirch-Tisis;01.01.1966;47.23105365;9.5826373
6731;Sonntag;01.01.1966;47.2313616515324;9.90421404426895
6723;Blons;01.01.1966;47.231569559421;9.83904758750656
6080;Innsbruck-Igls;01.01.1966;47.2315717098832;11.4081499510174
6094;Axams;01.01.1966;47.2319640024153;11.2808224064407
6280;Zell am Ziller;01.01.1966;47.2329421342867;11.8963325744445
6277;Zellberg;01.04.2009;47.2346901625234;11.8717756843667
6091;Götzens;01.01.1966;47.2354748212298;11.318731500781
6161;Natters;01.01.1966;47.2361261017663;11.376744022794
6430;Ötztal Bahnhof;01.01.1966;47.2368645816881;10.8584976321501
6460;Imst;01.01.1966;47.2369835634626;10.7375255842278
6073;Sistrans;01.01.1966;47.2374103217882;11.4513893187835
6806;Feldkirch-Tosters;01.01.1966;47.2375231;9.5769007
6072;Lans;01.01.1966;47.23783525;11.4345807756841
6722;St. Gerold;01.01.1966;47.238708051104;9.80783151931572
6811;Göfis;01.01.1966;47.2402928049411;9.63426251732423
6800;Feldkirch;01.01.1966;47.240397;9.60289807859787
7503;Großpetersdorf;01.01.1966;47.2404523716572;16.273713602551
6655;Steeg;01.01.1966;47.2413588660807;10.296529730368
6173;Oberperfuss;01.01.1966;47.2416958326441;11.2384353827708
5611;Großarl;01.01.1966;47.2430030384486;13.2047451938845
5632;Dorfgastein;01.01.1966;47.2445823599568;13.1027119326606
8223;Stubenberg am See;01.01.1966;47.2464529967542;15.8006469093844
5562;Obertauern;01.01.1966;47.2485589954659;13.5590646278158
5742;Wald im Pinzgau;01.01.1966;47.2487601454345;12.1331937959381
8294;Unterrohr;01.01.1966;47.249319162539;16.0430908445362
7531;Kemeten;01.01.1966;47.2498156721068;16.1518171473384
6071;Aldrans;01.01.1966;47.2500931;11.4456751631187
6074;Rinn;01.01.1966;47.2508521;11.5035248964777
5741;Neukirchen am Großvenediger;01.01.1966;47.25156455;12.2753385612453
8715;St. Lorenzen bei Knittelfeld;01.01.1966;47.2518513203377;14.8973819932781
6425;Haiming;01.01.1966;47.2518636961976;10.8809207078621
8762;Oberzeiring;01.01.1966;47.2520513035672;14.4895342611756
6176;Völs;01.01.1966;47.2526994374432;11.3226703837405
7472;Schachendorf;01.01.1966;47.2534265570711;16.4277030119926
6834;Übersaxen;01.05.2006;47.2534890289863;9.68662699970742
6733;Fontanella;01.01.1966;47.2543305916688;9.90835505579554
6175;Kematen in Tirol;01.01.1966;47.2548010034056;11.2728946490076
6808;Feldkirch-Nofels;31.03.2011;47.25568;9.570266
6179;Ranggen;09.10.2008;47.2563303709986;11.2132679538522
6013;Innsbruck;01.01.1966;47.258537;11.396983
6178;Unterperfuss;01.01.2009;47.2592907595847;11.2585551924345
6805;Feldkirch-Gisingen;01.01.1966;47.259417;9.595538
6075;Tulfes;01.01.1966;47.2594398975789;11.5355197623417
6888;Schröcken;01.01.1966;47.2604845733214;10.0922231550865
6654;Holzgau;01.01.1966;47.2605077105833;10.3453764484174
6767;Warth;01.01.1966;47.2606233026998;10.1850627566128
6029;Innsbruck;01.01.1966;47.2622641001231;11.4299900347718
5723;Uttendorf;01.01.1966;47.2624628493289;12.5833461635508
6274;Aschau;01.01.1966;47.2631677359755;11.8954184881331
6027;Innsbruck;01.01.1966;47.2635458;11.3513784
8183;Floing;01.01.1966;47.2637581;15.7462795890821
8162;Passail;01.01.1966;47.2639321768618;15.5046577525633
6023;Innsbruck;01.01.1966;47.2645198;11.4120648
6010;Innsbruck;01.01.1966;47.2646185115013;11.3916626675387
6070;Ampass;09.10.2008;47.264947017201;11.4733484354368
6653;Bach;01.01.1966;47.2660769110229;10.395575221287
5710;Kaprun;01.01.1966;47.266187725018;12.7509436278071
6424;Silz;01.01.1966;47.2669959152477;10.9302247938136
6113;Wattenberg;17.07.2008;47.2690819708515;11.6098935144518
6650;Gramais;01.12.2008;47.2694660793761;10.534472530846
8130;Frohnleiten;01.01.1966;47.2701039465438;15.3265235511853
5733;Bramberg;01.01.1966;47.2702302;12.3442712
8733;St. Marein bei Knittelfeld;01.01.1966;47.2703378;14.857623
6020;Innsbruck;01.01.1966;47.2709262368948;11.4066925646526
6464;Tarrenz;01.01.1966;47.2718453801587;10.7744656064606
6170;Zirl;01.01.1966;47.2719346903283;11.2425317941163
5603;Kleinarl;01.01.1966;47.2721805332505;13.3214924576337
6401;Inzing;01.01.1966;47.2723481820211;11.1971302644589
6022;Innsbruck;01.01.1966;47.2729947;11.4124528
6021;Innsbruck Postfach;01.01.1966;47.2733055545607;11.4196274699138
8295;St. Johann in der Haide;01.01.1966;47.273312963381;16.0258781248894
7501;Rotenturm an der Pinka;01.01.1966;47.27413925;16.2679217473943
8731;Bischoffeld;01.01.1966;47.2742780311309;14.666602349048
6830;Rankweil;01.01.1966;47.2754667879163;9.63352368964799
5731;Hollersbach im Pinzgau;01.01.1966;47.2762164817117;12.4180649404337
5732;Mühlbach;01.01.1966;47.2774268057079;12.3753287798721
6402;Hatting;01.01.2005;47.2778040244206;11.1683985838519
5671;Bruck an der Großglocknerstraße;01.01.1966;47.2780014849255;12.8243111990092
6422;Stams;01.01.1966;47.279098869239;10.9906855738714
6404;Polling;01.06.2008;47.2798077541326;11.1475284007862
8732;Seckau;01.01.1966;47.2814265868318;14.7906139267066
6884;Damüls;01.01.1966;47.28157932878;9.88556778014817
6835;Zwischenwasser;01.01.2010;47.2816172755198;9.66889636942828
6423;Mötz;01.01.1966;47.281855177993;10.9550656029546
6060;Hall in Tirol;01.01.1966;47.2820302770625;11.5054389788612
5561;Untertauern;01.06.1966;47.2823503777014;13.5113797618063
6033;Innsbruck-Arzl;01.01.1966;47.2823761;11.423821
6063;Rum;01.01.1966;47.2829287699796;11.4531129476691
5730;Mittersill;01.01.1966;47.2833075385383;12.4680847385839
6032;Innsbruck;19.07.2006;47.2840938;11.3947044
8763;Möderbrugg;01.01.1966;47.2841855337472;14.4815274691694
8184;Anger;01.01.1966;47.2846236;15.7103901546593
8163;Fladnitz;01.01.1966;47.28468475;15.4788110731659
5722;Niedernsill;01.01.1966;47.2848675248345;12.6307598493319
6115;Kolsassberg;01.01.2009;47.2858532966603;11.6458094763962
8230;Hartberg;01.01.1966;47.2864195706863;15.9712595384502
6421;Rietz;01.01.1966;47.2869014978861;11.0324540414969
6111;Volders;01.01.1966;47.28704885;11.5655196747101
5662;Gries;01.01.1966;47.2871350902797;12.8905525481083
6272;Kaltenbach;01.01.1966;47.2880232324191;11.8676257605425
6652;Elbigenalp;01.01.1966;47.2880646232306;10.4326423964247
6403;Flaurling;01.01.1966;47.2889074447521;11.1293230903461
5721;Piesendorf;01.01.1966;47.2892080371434;12.7443904956146
6133;Weerberg;01.01.1966;47.2897367839542;11.6821311162997
5651;Lend;01.01.1966;47.2898032315798;13.0331570358572
5724;Stuhlfelden;01.01.1966;47.2907783401602;12.5302910283017
7400;Oberwart;01.01.1966;47.2911012;16.1929118
6275;Stumm;09.10.2008;47.2911312236903;11.8871667378132
5660;Taxenbach;01.01.1966;47.2912995013087;12.9582785048957
6112;Wattens;01.01.1966;47.2918891058026;11.590293675736
6832;Sulz-Röthis;01.01.1966;47.2927106;9.6668831
6408;Pettnau;01.01.2007;47.2935491166463;11.1583205535294
6068;Mils;01.01.1966;47.2935611492544;11.529310062204
6276;Stummerberg;01.10.2008;47.2947726809272;11.9010421617634
6065;Thaur;01.01.1966;47.294778379895;11.4731103970916
6067;Absam;01.01.1966;47.2971600483621;11.5118546002295
6812;Meiningen;01.01.1966;47.2972820007906;9.58045106782538
7464;Markt Neuhodis;01.01.1966;47.2976497765912;16.3941982436811
6405;Pfaffenhofen;01.01.1966;47.2982694955322;11.0807955239225
6121;Baumkirchen;01.01.1966;47.2983354397318;11.5611797873043
8171;St. Kathrein am Offenegg;01.01.1966;47.2989871;15.5787685
6647;Pfafflar;01.07.2008;47.299719429724;10.594748038223
6406;Oberhofen im Inntal;01.01.1966;47.301039036198;11.0942200014555
6273;Ried im Zillertal;01.01.2012;47.301243961225;11.8670690848928
6114;Kolsass;01.01.1966;47.3013907020253;11.6350644425183
6416;Obsteig;01.01.1966;47.3017196834506;10.9170356540795
6836;Viktorsberg;09.10.2008;47.3029131267344;9.67534205461778
6103;Reith bei Seefeld;01.01.1966;47.302939434144;11.2046555471065
7471;Rechnitz;01.01.1966;47.3034521554583;16.4429228767695
6414;Mieming;01.01.1966;47.3035191314909;10.9741125392635
5702;Zell am See-Schüttdorf;01.01.1966;47.3040694;12.7920277
6116;Weer;01.12.2012;47.3054104076974;11.6449366213435
6651;Häselgehr;01.01.1966;47.3056462244056;10.4867425999439
6122;Fritzens;01.01.1966;47.3059693367046;11.5903389711699
8714;Kraubath an der Mur;01.01.1966;47.3076736272501;14.9376077898208
6833;Klaus-Weiler;01.01.1966;47.3077340176766;9.64848106831054
8764;Pusterwald;01.01.1966;47.307799934637;14.3751354486702
8225;Pöllau bei Hartberg;01.01.1966;47.3079767471904;15.8318147619412
7463;Weiden bei Rechnitz;01.01.1966;47.3085459876458;16.3390869039383
5700;Zell am See;01.01.1966;47.310018;12.8172528004515
7411;Markt Allhau;01.01.1966;47.3118860547191;16.0804649634534
6413;Wildermieming;01.12.2013;47.3132417381224;11.0009515970834
6886;Schoppernau;01.01.1966;47.3134417042081;10.0274063197864
6410;Telfs;01.01.1966;47.3136010697098;11.0747775131883
6465;Nassereith;01.01.1966;47.3140251338509;10.8382589150367
6412;Telfs-St. Georgen;01.01.1966;47.3168658403034;11.0031757290382
6136;Pill;01.07.2009;47.3173988530338;11.704728296296
5622;Goldegg;01.01.1966;47.318567154086;13.0852412294752
6883;Au;01.01.1966;47.3194839026116;9.97154632657384
5620;Schwarzach im Pongau;01.01.1966;47.3200185330126;13.1461399153301
6069;Gnadenwald;01.09.2008;47.3225834164921;11.5822259726713
8713;St. Stefan ob Leoben;01.01.1966;47.3238470832157;14.9860333303482
6271;Uderns;01.01.1966;47.3240699407597;11.8595442579027
6993;Mittelberg;01.01.1966;47.324381769346;10.1546057410478
6123;Terfens;01.01.1966;47.3246284360784;11.6496039029708
6842;Koblach;01.01.1966;47.3256547438797;9.60741105737106
6100;Seefeld in Tirol;01.01.1966;47.3287083646974;11.1847372650231
8172;Heilbrunn;01.01.1966;47.32952125;15.6250048132187
5552;Forstau;01.10.2007;47.3299850331459;13.5657498904583
6264;Fügenberg;01.01.2010;47.3303327367836;11.828655242464
5621;St. Veit im Pongau;01.01.1966;47.33255395;13.1598580789189
5602;Wagrain;01.01.1966;47.3330337677583;13.3056990564681
7431;Bad Tatzmannsdorf;01.01.1966;47.3334038454448;16.2291573937556
6265;Hart im Zillertal;01.01.2008;47.3360896;11.872009
6840;Götzis;01.01.1966;47.3362735138267;9.64346831197529
8131;Mixnitz;01.01.1966;47.3368111414806;15.3627982601875
6263;Fügen;01.01.1966;47.3409898902034;11.8497220186815
7461;Stadtschlaining;01.01.1966;47.3423622332497;16.292706845497
6644;Elmen;01.01.1966;47.3426710798453;10.5425278459775
8770;St. Michael in Obersteiermark;01.01.1966;47.3439564488895;15.0130842658447
7422;Riedlingsdorf;01.01.1966;47.3442618544369;16.1367087518973
8232;Grafendorf bei Hartberg;01.01.1966;47.3444837047687;16.0036577608791
6362;Kelchsau;01.10.2010;47.3453328;11.8482704
6992;Hirschegg;01.01.1966;47.3456101264528;10.1670229088496
6134;Vomp;01.01.1966;47.3456735191243;11.6872979630501
6130;Schwaz;01.01.1966;47.3468931632188;11.7135637986357
8191;Koglhof;01.01.1966;47.3478862;15.6691531843086
6882;Schnepfau;01.01.1966;47.3505156226161;9.94966703635152
6841;Mäder;01.01.1966;47.3507380088809;9.62021426856644
6881;Mellau;01.01.1966;47.350996300097;9.87928793395005
5542;Flachau;01.01.1966;47.3510926935022;13.390763344964
5600;St. Johann im Pongau;01.01.1966;47.352248028262;13.2084515070163
8190;Birkfeld;01.01.1966;47.3534151;15.6998020096088
6844;Altach;01.01.1966;47.3547638719916;9.65147617417106
6646;Hinterhornbach;01.06.2008;47.3582365244208;10.4540074364411
6991;Riezlern;01.01.1966;47.3592859928699;10.1853555293481
7433;Mariasdorf;01.01.1966;47.3606212153978;16.2531493714402
6623;Namlos;09.10.2008;47.3616484420698;10.6674156593053
8132;Pernegg an der Mur;01.01.1966;47.3624654507459;15.3338586923978
6845;Hohenems;01.01.1966;47.3636434015862;9.6820457264641
6222;Gallzein;01.06.2008;47.3645970557661;11.7585852904465
8233;Lafnitz;01.01.1966;47.3666180908777;16.0120643348303
8700;Leoben;01.01.1966;47.3668084;15.094635
6874;Bizau;01.01.1966;47.3676905386477;9.94750609163379
5752;Viehhofen;01.01.1966;47.3683681056018;12.7355899229798
6135;Stans;01.01.1966;47.3683868402015;11.7165509410439
5541;Altenmarkt im Pongau;01.01.1966;47.3688032305118;13.4243781880774
6645;Vorderhornbach;01.01.2007;47.3704366425627;10.538957434989
8961;Stein an der Enns;01.01.1966;47.3712860465528;13.9990495842534
6105;Leutasch;01.01.1966;47.3730401141615;11.1577939406533
7435;Unterkohlstätten;01.01.1966;47.3749394740405;16.330833260802
5754;Hinterglemm;01.01.1966;47.3753466144027;12.5796425945164
8704;Leoben;01.01.1966;47.376052;15.074019
6870;Bezau;01.01.1966;47.3765443787011;9.89885386943159
6642;Stanzach;01.01.1966;47.3771803117681;10.5736402755902
6373;Jochberg;01.01.1966;47.3775479350422;12.4161619768045
6262;Schlitters;01.01.1966;47.3777716969096;11.8394331787851
8772;Timmersdorf;01.01.1966;47.377773651585;14.9739382613012
8971;Rohrmoos-Untertal;01.01.1966;47.377863865724;13.6648775361254
8765;St. Johann am Tauern;01.01.1966;47.3787201165081;14.467368067749
6633;Biberwier;01.01.1966;47.3791541002654;10.8913029891336
5652;Dienten am Hochkönig;01.01.1966;47.3800764575474;13.0036427247327
6220;Buch in Tirol;01.01.2011;47.3802507128933;11.7757662278902
5550;Radstadt;01.01.1966;47.3831096063089;13.4727329849763
8616;Gasen;01.01.1966;47.3840850738724;15.5782296279126
5751;Maishofen;01.01.1966;47.3848013357095;12.800036532751
6853;Dornbirn;01.01.1966;47.3860807;9.7172765
6260;Bruck am Ziller;09.10.2008;47.3861459079585;11.8556575982322
6108;Scharnitz;01.01.1966;47.3862581983088;11.267638610663
5753;Saalbach;01.01.1966;47.3876509859452;12.640323639341
8973;Pichl;01.01.1966;47.3892595241889;13.60596215161
8234;Rohrbach;01.01.1966;47.3894183680973;15.9852990634463
8614;Breitenau;01.01.1966;47.3901767792296;15.447244403065
8970;Schladming;01.01.1966;47.3914162247057;13.6869950036893
6236;Alpbach;01.01.1966;47.3915934683184;11.9471681992153
6200;Jenbach;01.01.1966;47.392524782922;11.7734164534858
8792;St. Peter-Freienstein;01.01.1966;47.3926946469004;15.0269950790269
8712;Niklasdorf;01.01.1966;47.3936458;15.1602849185206
7423;Pinkafeld;01.01.1966;47.3947438347976;16.1139672540791
8250;Vorau;01.01.1966;47.3952005245967;15.9335360390311
6261;Strass im Zillertal;01.01.1966;47.3954814247937;11.8226658967633
8773;Kammern im Liesingtal;01.01.1966;47.3962723371683;14.9313691611768
5505;Mühlbach am Hochkönig;01.01.1966;47.4000726178502;13.1065973586748
7432;Oberschützen;01.01.1966;47.4006826;16.2028192
8774;Mautern in Steiermark;01.01.1966;47.4018059678256;14.82210350573
6632;Ehrwald;01.01.1966;47.4019953660018;10.9210397461357
6631;Lermoos;01.01.1966;47.4020371892624;10.880486400034
5761;Maria Alm am Steinernen Meer;01.01.1966;47.4023729394501;12.9279469229768
6313;Wildschönau-Auffach;01.01.1966;47.402779444193;12.0361750985553
7442;Lockenhaus;01.01.1966;47.4033411174676;16.4138254194698
6622;Berwang;01.01.1966;47.4050373799627;10.7402681306342
